sentimen,tweet
negatif,"mau ngapain juga gaji yg cuma beberapa juta itu, tp kl tunjangan jabatan yg beratus2 juta pasti ambil yaaakan?"
netral,Prabowo-Sandi Janji Tak Ambil Gaji Jika Terpilih  https://www.bbcaceh.com/2019/04/prabowo-sandi-janji-tak-ambil-gaji.htmlÂ â€¦
positif,"Clossing Statement Prabowo-Sandi, Subhanallah... ~ Tidak akan ambil gaji serupiah-pun ~ Gaji akan diberikan kpd kaum dhuafa yatim piatu, Subhanallah  ~ Melaksanakan Pakta Integritas hasil itjima ulama, Masya Allah   Allahu Akbar ðŸ™ðŸ½âœŠðŸ‘†ðŸ» #BeraniPilih02 pic.twitter.com/YTghYRkIao"
positif,"Yes, saya akan memilih capres dan cawapres yang nggak akan mengambil gaji satu rupiah pun! ðŸ‘‰ 17 April ke TPS kuy Tusuk Prabowo SandiðŸ‘Š #DebatFinalPilpres2019 #HoaxJkwMenangTotalDebat pic.twitter.com/7kOY5L4QtQ"
positif,"Iya lah ga ambil gaji,yg ambilin ajudan nya.wkwkm"
netral,"Ekonomi Salah Arah, Prabowo Salahkan Presiden-Presiden Sebelum Jokowi #PrabowoSalahkanSBY https://www.jawapos.com/ekonomi/bisnis/13/04/2019/ekonomi-salah-arah-prabowo-salahkan-presiden-presiden-sebelum-jokowi/Â â€¦"
positif,"Alhamdulillah,smoga terlaksana cita2 #prabowosandi.Aamiin  ""Janji Tak Ambil Gaji Jika Menang Pilpres,Prabowo:Bukti Kita Tulus"" #PrabowoSandiMenangDebat #HoaxJkwMenangTotalDebat pic.twitter.com/H4nHVGgVtD"
positif,"Jika Terpilih, Prabowo-Sandiaga Janji Tak Ambil Gaji. . Gak ada yg kek beginian di tetangga sebelah. Mantul Bang...  http://detik.id/64sS5rÂ "
positif,"Setuju pak @jokowi  nomer satu adalah persatuan bangsa, urusan presiden nomer dua saja. NKRI harga mati Merdeka ðŸ’ªðŸ‡®ðŸ‡©"
positif,"setuju. bang sandi emg paham betul soal ekonomi, Pak Prabowo paham betul masalah Pertahanan dan Keamanan. PAS pokoknya"
netral,"Pak Jokowi, semalam tanya soal e-Sport, sebenarnya arahnya mau ke perkembangan investasi & ekonomi digital. Tapi dijawab dengan Kebutuhan Pangan."
netral,"mungkin nanti kalo pak jokowi kepilih lagi, alangkah lebih baiknya menajdikan paslon 2 jadi menteri ekonomi. jadi indonesia makin maju.  tos dulu dong, gw dah cocok jd presiden blm?"
negatif,Nggak terima gaji tapi ngeruk yg lainðŸ˜Š
negatif,"Itulah kehebatan seorg wowo dan tim ekonominya yg selalu berpikir mundur kebelakang, lain dgn P. jokowi dan tim ekonominya yg berpikiran kedpn demi masa dpn generasi yg akn dtg.  Tim ekonom wowo hanya berpikir bagaimana menyenangkan rakyat dgn subsidi yg sifatnya sementara."
positif,Isu SDG dibahas saat Pk Jokowi menjelaskan kalau pertumbuhan ekonomi tdk berarti kalau ketimpangan tdk diperhatikan
negatif,"Sumber uangnya jelas dan jumlahnya cuma 50 milyar.  Dibanding Wowo Genderuwo yg 1,9 trilyun, dari manakah prajurit yg makan dari gaji negara bisa ngumpulin duit segitu?"
netral,"Pajak income naik, pajak kendaraan naik, pbb naik, pajak usaha naik."
negatif,"Insinyur Kehutanan mau ""ngajari"" Pengusaha Besar yg Doktor dan MBA ttg ekonomi makro. Yang waras sopo ??? Tgl.17/4 datangi ""TPS"" (Tusuk PRABOWO SANDI)"
positif,"Blm ada capres dan cawapres mau buat janji tdk akan menerima gajinya selama menjabat, yg sdh hd presiden saja blm pernah dengar. Cek akal sehat  Prabowo-Sandi Tak Mau Digaji, Berapa Gaji Presiden Sekarang?  http://detik.id/6YXLcDÂ "
negatif,"Insinyur Kehutanan ( bener gak sih??) mau ""ngajari"" Pengusaha Besar yg Doktor dan MBA ttg ekonomi makro. Yang waras sopo ??? Tgl.17/4 datangi ""TPS"" (Tusuk PRABOWO SANDI)"
negatif,Pilih Pemimpin yang mengabdi bukan seperti jokowi ngemis gaji ðŸ˜ #BeraniPilih02 pic.twitter.com/f2ptPOiGQk
negatif,"Lah itu naik pesawat, sewa hotel bisa, Terus ekonomi Indonesia mana yang darurat?"
positif,Bpk pasti menang...sayang keinginan menang bpk terlalu besar shg berbagai macam cara dilakukan oleh orang2 bpk..sehingga saat ini anak bangsa terpecah dan saling benci ..dan luka ini sulit sembuh...spt Aremania VS Bonek..hargailah org yg maju utk menjadi calon cawapres
positif,"Even seumur hidup pun mereka tidak akan pernah terima apalagi ambil gaji dari negara krn tidak pernah mencicipi jdi presiden NKRI. Berdasarkan UU, capres abadi tidak digaji oleh negara."
netral,"CEK FAKTA : Prabowo Sebut Banyak Aset WNI di Luar Negeri, Ini Data Ditjen Pajak  https://news.harianjogja.com/read/2019/04/14/500/985185/cek-fakta-prabowo-sebut-banyak-aset-wni-di-luar-negeri-ini-?utm_source=dlvr.it&utm_medium=twitterÂ â€¦ pic.twitter.com/JwQqVGbA8y"
negatif,Di tanya ttg e-sport jawabnya ttg pertanian dan ekonomiðŸ˜‚ðŸ˜‚ðŸ˜‚  Sebenarnya prabowo ini kuliahnya di universitas mana sih..? Pertanyaan ama jawaban gk nyambung amat.klenger apa keblinger.ðŸ¤£ðŸ¤£ðŸ¤£
netral,"Itu tendangan pinalti prabowo pokoknya fokus pd pangan&gizi murah,harga2 terjangkau, pertanian sbg produk unggulan negara. Bhs millenial>EGP  e' support jk hny sok2an. E'support hrus terafiliasi dg produk unggul, bukan cetakcetek gadgetðŸ™ˆ @KPU_ID @BappenasRI https://twitter.com/temposains/status/1117232508037242880Â â€¦"
netral,Klo prinsip menurunkan harga harus bisa menaikkan pendapatan itu ekonomi equilibrium keseimbangan tidak mudah itu pake logika kita berpikir damai selalu
netral,"Kalau ekonomi gk tumbuh, anda gagal membuat ekonomi lebih baik, pemerataan ekonomi itu impact nya ke pertumbuhan ekonomi, kalau pemerataan ekonomi tidak berimpact pada pertumbuhan ekonomi ya itu gagal namanya ðŸ˜„ðŸ˜„ðŸ˜„"
negatif,"emang gue pikirin.... gue cuma mikir jd presiden soal kerja itu sih ga masalah, rakyat Ind sih akan diem saja mbok sby ajah tidur mulu bisa 10 thn lha pa Jokowi kerja keras malah ga dihargai, mendingan bobo deh... makanya wowo ga usah dipilih tau!"
netral,"Sepertinya ML, PUBG, dan DOTA lebih bisa memajukan ekonomi dan sekaligus meningkatkan kesejahteraan rakyat ya pak @jokowi"
netral,"Lah nalarnya jg di mana? Yg dibahas ttg ekonomi makro, tp malah ngomongin mikro (ibu2 ngeluh harga2 pd naik), ra nyambung geblek. Ibarat motong rumput mestinya pake cengkrong, ini malah pake gunting kuku."
netral,Prabowo: Strategi Ekonomi Indonesia Sudah Lama Salah Arah -  http://Bisnis.comÂ  http://dlvr.it/R2mXxgÂ 
negatif,Yg membuat ekonomi maju itu membangun industri game Bukan bangun e-sport Ampun dah pak Jokowi  Yg membuka lapangan kerja bnyk itu jdi atlet bulutangkis  Atau bikin pabrik alat olahraga ðŸ˜«
negatif,Pertanyaan 01 emang lebay sok milenial tapi 02 sayangnya goblok harusnya dibantah itu atau jelasin dgn bukti2 yg ada kalau game ol gak pengaruh pd ekonomi Indonesia secara umum.
negatif,Gaji gak di ambil..? Sudah kaya? Lah napa kmrn minta sumbangan untuk dana kampanye
positif,"Terimakasih Bapak Prabowo Subianto dan bang Sandiaga Uno Salahuddin Uno,gaji BPK ""tdk akan diambil dan untuk kepentingan masyarakat Indonesia, terimakasih dan terimakasih . rakyat Indonesia menanti bapak sebagai PRESIDEN INDONESIA yg adil makmur dr Sabang sampai Merauke"
positif,"Pengakuan yg jujur bahwa sembako mahal sehingga perlu kartu. Karena permintaan terhadap kartu meningkat , maka sesuai hukum supply dan demand, harga kartu pun akan naik dan perlu diciptakan kartu baru, begitu seterusnya"
netral,"Kalau ada kasus 1 dr 3 anak di ibukota tidak sarapan, probabilitasnya: 1. Kelg nya tidak mentradisikan sarapan 2. Kelg kurang mampu dan itu menjadi tggjwb Gub DKI 3. Persoalan ekonomi bangsa 4. Lainnya ..."
positif,"Lah jawab dong. Kan ada pertanyaan tuh di atas. Ada data? Coba jelaskan pake analisis ilmu ekonomi. Gitu. Maaf ya, debatnya jokowi mah selalu ada data. Bisa bedain kemakan hoax sma based on data? Jgn2 di lo, data itu hoax dan hoax itu data? Haha menarik."
positif,"Bu Regina kudhu pilih jokowi nih, uda dibantuin jelasin soal makroekonomi ðŸ˜  https://twitter.com/lavivrie/status/1117097737432911874Â â€¦"
netral,"Ardy merespon pernyataan yang dilontarkan capres 02 saat berdebat soal kondisi ekonomi Indonesia yang dinilainya slah. Bowo mengaku tdk menyalahkan Jokowi,ini merupakan salah semua pihak, termasuk kesalahan presiden sebelum Jokowi  https://bit.ly/2P9hitDÂ  #PrabowoSalahkanSBY"
positif,"Doyan amat bang sandi bodohi org. Gak usah minta simpati, buktikan dengan kerja nyata saja, makanya pak Jokowi favorit.. Gak ada artinya gak ambil gaji dengan potensi kebocoran di tangan anda"
negatif,gaji pres hanya cukup unt beli tusuk gigi buat prabowo
negatif,"Pa @prabowo autokritik, bapaknya saja lama jadi mentri ekonomi. Dikira cuma SBY yang jadi presiden?"
netral,Info Nih PS bilang didebat keadaan ekonomi Indonesia saat ini bukan salah @jokowi tp salah pemimpin2 terdahulu. Jd utk penggemar 02 jangan salahkan Jokowi lagi ya  https://bit.ly/2UyAoiRÂ  @sukangetweet @bocahsosmed @saaebunglon #PrabowoSalahkanSBY
positif,Diharapkan karyawan meniru seperti prabowo dan sandi untuk tdk mengambil gaji sepeserpun
negatif,Sindiran prabowo kepada petahana yang tidak bisa memperbaiki ekonomi negeri ini.
netral,"Kata Wowo kesalahan arah ekonomi yang mengakibatkan terjadinya deindustrialisasi adlh salah semua pihak. Termasuk presiden-presiden sebelum Jokowi. Lah, ekonomi Indonesia masa Pak Jokowi baik-baik aja tuh. Malah ngehoaks dengan menyalahkan Presiden terdahulu. #PrabowoSalahkanSBY"
netral,"* Terpilih jadi Presiden/Wapres, Prabowo-Sandi Berjanji Akan Berikan Gajinya bagi Kaum Miskin, Yatim, Dhuafa  http://dlvr.it/R2mXdFÂ  pic.twitter.com/796gpNykaN"
negatif,"Info Nih Ketika paslon 01 bahas ekonomi makro scr global, paslon 02 jawabnya sprti anak bayi yg nggak ngerti apa2. Hanya bisa lihat ini itu tp masih belajar utk memahami suatu pernyataan.   https://bit.ly/2X8pIEvÂ  #PrabowoSalahkanSBY @jokowi.@sukangetweet @bocahsosmed @saaebunglon"
negatif,Yg kami butuhkan adalah harga sembako yg terjangkau....bukam game mobile legend yg membuat anak2 kami malas beljar
negatif,"Tanda2 ketololan seorang jokowi makin nampak... Wkwkwk lagi debat serius soal urusan perekonomi rakyat di suatu bangsa malah pake maen2 bawa game bocah segala wkwkk tolol dipeliara terus jdnya makin dungu, planga plongo bikin malu bangsa !!!"
netral,"Penutup: Sandi tak Ambil Gaji, Prabowo Sindir Freeport  http://detik.id/6V82WcÂ "
netral,Tolong yang bilang jokowi gak ngerti ekonomi tonton dulu video ini   https://youtu.be/gp8e4Kp56cgÂ   dan kalau kalian bener2 ngerti ekonomi bantah tu si ahli ekonom #JokowiMenangTotalDebat
netral,"Jokowi Tanya e-Sport Mobile Legends ke Prabowo-Sandi, 02 Malah Jawab Turunkan Harga 'Rakyat Susah' - Tribun Timur  http://makassar.tribunnews.com/2019/04/14/jokowi-tanya-e-sport-mobile-legends-ke-prabowo-sandi-02-malah-jawab-turunkan-harga-rakyat-susahÂ â€¦"
positif,Gaji adalah hak bp ambil saja ....kenapa ga mau diambil? Itu adalah hak bp prabowo dan pa sandiaga ...ambil aja ya pa...kami ikhlas ...sekali lagi karena gaji itu hak bapa..
netral,"@sandiuno Jokowi bangun bendungan2, ctk sawah, tali air utk tingkatkan produk beras. Bkn gagah2an Begini caranya kerja, hrs bertahap,  saya akan bangun ekonomi segera dinikmati rakyat. Enak aja spt balik tekapak tangan. Memangnya punya lampu Aladin"
netral,"Debat terakhir capres: Sandiaga sebut 'referendum ekonomi', Jokowi: 'tidak mungkin langsung balikkan tangan'  http://www.bbc.com/indonesia/indonesia-47921255?utm_source=dlvr.it&utm_medium=twitterÂ â€¦ pic.twitter.com/oOv1Zwegn9"
positif,gaji prabowo-sandi bakal buat kaum yatim & dhuafa. suda mantups w tps d
netral,Capres dan Cawapres nomor urut 02 mengkritik mengenai kebijakan makro ekonomi yang diterapkan pemerintah Indonesia. Kritikan itu justru ditujukan pada pemerintahan sebelumnya.  https://bit.ly/2P7UjzkÂ  @KPU_RI @KPU_ID @bawaslu_RI @jokowi @Jokowi_Amin @prabowo @prabowo08 @sandiuno pic.twitter.com/0vHHnNtgf6
netral,"@prabowo gak tega nyalahin jokoei...krn rezim jkw tdk kreatif..hanya meneruskan yg lalu... kt ekonom...ekonomi kl hanya 5%, gak perlu pemerintah..?  https://twitter.com/HMJUSUFRIZAL/status/1117104507698081792Â â€¦"
netral,Jokowi: Indonesia Akan Jadi Negara dengan Ekonomi Terkuat Ke-4.  https://nasional.kompas.com/read/2019/04/13/17515991/jokowi-indonesia-akan-jadi-negara-dengan-ekonomi-terkuat-ke-4Â â€¦
negatif,Bohong @sandiuno @prabowo kalau tidak mengambil gaji hanya demi sebuah ambisi politik  https://twitter.com/RealForJKW/status/1117104782362079232Â â€¦
netral,"Pada Debat ke-5 Prabowo dinilai tidak hargai SBY, Demokrat Walkout. #KoalisiPrabohongRetak pic.twitter.com/WPPmMs6d0y"
netral,Pemerintahan Jokowi fokus pada pertumbuhan ekonomi berkeadilan - ANTARA News  https://pemilu.antaranews.com/berita/829391/pemerintahan-jokowi-fokus-pada-pertumbuhan-ekonomi-berkeadilan#.XLKLQxssE-8.twitterÂ â€¦ @jokowi #2019PilihJokowi #JokowiSatukanIndonesia #JokowiPutihMenang #JokowiNyataKerjanya #JokowiKHMakrufAminMenang2019 #JokowiMenangTotalDebat #DebatPilpres2019
positif,"01 sah 1 suara 17 April 2019,Jokowi-Amin...Harga Mati NKRðŸ‡®ðŸ‡©IðŸ’ªðŸ‘â˜ï¸âœŠðŸ‡®ðŸ‡©"
negatif,Ok bro Sist. Ternyata pas debat Pa @jokowi & Pa Yai MA juga bertekad mengembangkan wisata halal & ekonomi berbasis syariah tapi ada partai pendukungnya yg anti syariah. Bagiamana ini @AntoniRaja & @TsamaraDKI ??
negatif,"Mereka bilang rela ga di gaji. Ya jelas, wong jadi presiden yg diincer bukan gaji. Tapi proyek2nya dong..."
positif,Kasian bgt liat Demokrat..SBY yg dicuekin Prabowo pas debat..jatah menteri g direken..smp nyalahin SBY pas debat..tp masih sok tegar ngedukung. ..Cian deh..koalisi yg tak dianggap tp masih bangga berasa punya harga diri ðŸ™ˆðŸ™ˆ  https://twitter.com/RachlanNashidik/status/1117119117914329088?s=19Â â€¦
positif,Program ekonomi prabowo sandi lbh konkret
negatif,Saya tidak tahu yg mmrintahkan para personil berpangkat rendah itu untuk membuly UAS dan gatot.. Kasihan polisi cuma jadi alat pemuas nafsu politik jokowi.. Demi gaji dan jabatn
negatif,"Heran jg sih sekelas sandy gk bisa bedain omongan ttg mikro dan makro ekonomi,  terlihat gk kompeten jadinya"
netral,"PS bolak-balik menyinggung soal deindustrialisasi. Meski begitu, dia mengatakan tak ingin menyalahkan @jokowi atas kondisi itu.Dia berujar salah arahnya pmbangunan ekonomi Indonesia saat ini tak terlepas dr andil presiden sblum Jokowi  https://bit.ly/2Za6qjLÂ  #PrabowoSalahkanSBY"
positif,"MasyaaAllah, baru kali ini seumur2 saya ada kandidat capres cawapres yang berjanji di depan rakyat Indonesia TIDAK AKAN MENGAMBIL GAJINYA dan diserahkan kpd negara. Subhanallah. Bergetar hati saya sbg rakyat Indonesia. #17AprilPrabowoPresidenRI"
positif,Pemimpin Karismatik prabowo sandiuno Tak akan ambil gaji selama jadi Presiden dan Wakil Presiden nanti. . Allah Subhanahu Wa Taâ€™ala sudah begitu baik kepada saya dan Pakâ€¦  https://www.instagram.com/m_fernanda_d/p/BwN5Qa6hHKL/?utm_source=ig_twitter_share&igshid=gr44981a0429Â â€¦
negatif,"Ngebanggain e-sport kalau rakyat miskin dan susah gk ada gunanya. sembako mahal, TDL naik, pengangguran tinggi, dll. Fokus fundamental ekonomi lbih penting... Makin yakin Tusuk Prabowo Sandi..."
netral,Prabowo-Sandi akan wakafkan seluruh gaji mereka sebagai presiden dan wakil presiden..
negatif,Dia import TKA Cina itu krn dia tidak kasihan sama rakyat sendiri...byk pengangguran! Lapangan kerja kasih ke org asing...percuma banyak sarjana muda di Indonesia...tapi banyak pengangguran.Mungkin dia tidak menghina bangsa tapi tidak menghargai bangsa dan rakyatnya.
positif,"Klarifikasi: Itulah kebesaran beliau, menghargai lawan debat."
negatif,"Jokowi ga pernah bunuh org, ga pernah nyulik, ga pernah ngemplang gaji karyawan, ga masuk Panama Pappers. Ga pernah digampar ipar, ga pernah ditinggal bini, ga pernah disetir adiknya (dia sendiri yg ngomong ya). Mau ditambah? Wkwkwk.."
negatif,Gaji mah kecil tapi fasilitas dan tunjangan lain-lain mah buat siape...yg bener aje...
netral,"Nggak kebalik tu, ngetes soal ekonomi ke Sandi...?"
netral,Sesuai kata pak HT & Pak @prabowo Arah ekonomi negara memang harus kembali ke UUD45 harus ada protect tidak bisa di lepas secara bebas.  https://twitter.com/OfficialiNewsTV/status/1117023694193192960Â â€¦
positif,Ekonomi saat Pak SBY itu baik sama baiknya seperti ekonomi 1997. Tapi kena dampak ekonomi global Indonesia langsung krismon. Fundamental itu yg ga dirapihin sama presiden setelah pak harto lengser sampe jokowi.  https://twitter.com/RachlanNashidik/status/1117110721551028224Â â€¦
positif,"Walaupun Pak Prabowo bicara gak sesuai konteks, mereka hanya melihat sosok prabowonya tidak mencerna apa yang dibicarakan, padahal debat itu ada tema. Ketika bahas e-sport karena temanya perkembangan ekonomi digital. Kalo mau debat tanpa tema di warkop aja bareng mang kohar"
positif,Subahanallah bgitu cintanya negeri ini sampai sampai dia gk akan trima gaji dan gajihnya mo diberikan kaum duafa dan fakir miskin allahu akbar allahu akbar allahu akbar
negatif,Apa krn prabowo ngomong gitu trus pert. Ekonomi mandek d 5%?  Atw krn prabowo juga impor terjadi saat panen raya?
positif,"Program yang mantap,  amburadul pemungutan pajak event pemerintah juga harus dibenahi,  pemunguran pph pasal 23, pph final , pph 21"
netral,"Prabowo bicara kebangsaan dgn menekankan cinta tanah air, cinta bangsa dan cinta negara. Sandi fokus Ekonomi yg bermuara kepada cinta tanah air, cinta bangsa dan cinta negara. bisa di artikan NEW DWI TUNGGAL"
negatif,"Ya saya percaya gajinya ga bakal diambil, tapi keluarganya dapet proyekan semwa kek jaman pak harto:v"
negatif,"Sandi ngerti banget ekonomi mikro/makro, Prabowo juga. Si jae bacaannya sinchan, ipk di bawah 2 mana ngerti"
positif,"Alhamdulillah sukses, mudah3an ekonomi syariah semakin maju kedepannya."
negatif,"Yg dibutuhkan seorang pemimpin itu bukan pencitraan gaji dihibahkan tapi kemampuan utk menhelola negara, hal itu tdk ada dlm diri prabowo sandi"
netral,"Bodo amat dengan masa depan generasi ""milineal"", toh kalau jadi lg cuma smpe 5 tahun kedepan, yg penting industri game bisa berputar dan perekonomian meningkat. RT : https://twitter.com/medcom_id/status/1117084076018561024?s=19Â â€¦"
netral,"Iya paham kancah internasional.  Siapa yg liat satu arah? Cuma menekankan fokusnya prabowo tuh bukan di e-sport. Beliau mempersilakan itu, tp menegaskan hal vital pangan, masalah petani dan nelayan yg hrs jd fokus krn salah satu dasar kemajuan ekonomi ðŸ‘ðŸ»"
positif,"Pak Prabowo-Sandi udah tajir melintir, gaji pres dan wapres receh buat beliau.. Beda ama jae dan gerombolan nya, gaji di ambil impor di tambah (fee impor di gasak juga tentunya)....  Niat mengabdi tulus utk bangsa ini yg buat Prabowo-Sandi tak terbendung....âœŒï¸ðŸ™"
positif,"Setuju, karena juga sudah diakui Pak @prabowo kalau Rel ekonomi kita sudah benar dibawah pemerintahan pak @jokowi .  pic.twitter.com/gFNyubXTch"
negatif,Rakyat sedang sulit ekonominya lalu elu dengan dongoknya bertanya soal Mobile Legend mk Prabowo perlu mengembalikannnya pada konteks keWARASAN. Pertanyaa lu salah njing!
netral,"Jokowi mengatakan dalam 4,5 tahun terakhir ini pemerintah telah bekerja keras mendukung ekonomi digital. Ada tiga hal pokok untuk mendukung ekonomi digital tersebut. #PemerintahBekerja #IndonesiaSATU #IndonesiaMAJU pic.twitter.com/jm6fw7KJZ4"
negatif,"Astgfrlhalzm sombongg bgt @ jokowi bru juga jd pemimpn gtu gimna dia bisa jilat jidat'a sendirI,hormari tuuuh orng tua,hargai tuh,anda itu bukn sp2 di banding beliau..muuak gwa liat'a.."
positif,Walaupun usaha saya naik turun saya tidak memikirkan ekonomi melemah bagi saya tetap @jokowi my president
negatif,"Baca lagi mas temanya, PENGARUH GAME BAGI EKONOMI!!!! Bukan disambungin ke pertanian, beda tema itu bosque."
negatif,Pertumbuhan ekonomi harus berkualitas tidak sekedar angka aja pak presidenku.
positif,"yakin percaya kalo pak @prabowo akan bisa memajukan ekonomi rakyat indonesia,pengalaman beliau dalam hal ini tak perlu diragukan lagi."
netral,"DEBAT PRESIDEN TERAKHIR : Saat Closing Statement Bpk Prabowo & bpk Sandiaga Uno beliau mengatakan : "" jika sya dan pk Prabowo terpilih, sy dn pk Prabowo tidak akan mengambil gaji  sepeserpun dari gaji yg sy terima"". MasyaAllah, pemimpin yg tdk mementingkan kpntingan pribadi."
negatif,Bayar dulu pajak pribadi..atas harta yangbterbongkar di panama papers.. sok naikan tax ratio...tarif  yang ada aja gak bayar sok mau naikan.. org lain yang bayar diri sendiri ada di panama papers..preeetttt
negatif,"Jokowi berpikir visi kedepan, smentara lawan memiliki pemikiran mundur 50 thn kblkang(tdk mau impor, gk prioritas ekonomi digitl)"
positif,"Ya memang infrastructure itu bs dsbt tiang sebuah ekonomi tp percuma ibarat didalam sebuah wadah tapi wadah trsbt bocor, karna sumber daya manusia yg kurang memadai, maka kami prabowo sandi percaya bahwa harga telor gulung lebih murah ckckck"
negatif,"Sok gak mau ambil gaji, pantaslah buruhnya gak juga digaji..."
negatif,"Mabuk lu ya? Ditanya apa jawab apa? Gak menghargai hasil kerja Presiden sebelumnya, bisanya menyalahkan orang lain... Apa prestasinya sih?"
positif,"Cakep,, orang sebelah malah cari gaji"
negatif,"Gaji ngak di ambil, fee proyek  jalan pak"
netral,"Pakde ngepush gaji tinggi, prabowo ngepush harga rendah. Mau yg mana?  pic.twitter.com/uhacwjUzP1"
positif,"yang disampaikan pak prabowo itu persis seperti yg aku sampaikan kemarin, memang perlu langkah fundamental utk memperbaiki sistem ekonomi kapitalis yg sudah sangat merusak yg dilakukan presiden2 sebelumnya cc @bang_hilmi02"
positif,Prabowo dan Sandi komit gajinya tidak akan diambil serupiahpun mantap Allahu Akbar
netral,soal ekonomi salah arah saat ini Ekonomi RI hanya menguntungkan kapitalis
positif,"Pasangan yg tdk KOMPAK Pak Jokowi Terlalu byk menonjolkan Pencitraan dan sikap itu menunjukan Kelemahannya. Pak KMA semoga Anda Sabar, Tabah tp jglh Harga diri Anda dan Wibawa Islam walau terlihat Hanya Sbg Pelengkap."
netral,Yang disayangkan oleh prabowo adalah presiden presiden setelah pak harto ga memperbaiki fundamental ekonomi ini sampai ke pak Jokowi.
positif,"Pak prabowo dan pak sandi lebih mengerti dan memahami masalah ekonomi di negeri ini dan tau solusinya,,,, makin mantao aja untuk prabowo sandi,,,,"
negatif,"mas. industri eSports itu udh billion dollars skrg. dampaknya besar buat ekonomi.  km keluar dong dr goa.  gak junjungan, gak pendukung, katrok semua. ðŸ˜…"
positif,Perasaan dari jaman londo petani itu ya mandiri dech Cuma saat ini yg aku rasakan parit2 sawahku dirapiin irigasinya dan lumayan ada bantuan benih padi Trus kl traktor kok sampai 300jt kok mahal poll Bisa belipun ya sayang kl yg harga 20jtan aja udah bisa buat kerja
positif,"Benar sekali Ri Pak Prabowo berani mengkritik presiden sebelumnya yg katanya salah kelola perekonomian,bkn salah Pak Jokowi.jd lanjutkan 2 periode ðŸ˜ƒðŸ˜ƒðŸ˜ƒ"
positif,"Berarti perekonomian masyarakat kecil jadi lebih bagus. dl jajan di warung kecil, sekarang jajan di restoran atau mall yg rame.. skr jaman udah modern, jajan di warung kecil 25rb, di mall pake gopay 20rb nikmatnya lebih baik. Salah presiden atau salah pelaku usaha ?"
positif,"Menurut saya ini sindiran pak prabowo kpd presiden saat ini. Fakta menunjukan di era Pak SBY pertumbuhan ekonomi baik, GDP naik, APBN naik, dan Hukum adil. Sudah yakin presiden saat ini nggak pernah mau disalahkan. Jika mungkin menyalahkan penjajah, kenapa belanda bukan inggris."
positif,"Secara ke Ilmuan sudah keliatan Pak Jkw lebih menguasai Ilmu ekonomi daripada Pak PS, akui saja gak Usah malu malu, Pak PS aja mengakui carut marut ekonomi kita karena presiden sebelum Pak Jkw ðŸ˜›ðŸ˜›ðŸ˜›ðŸ˜›ðŸ˜› #JokowiMenangTotalDebat #JokowiMenangTotalDebat pic.twitter.com/EjMeUNzw1q"
positif,"Coba deh pahami lg pertanyaannya yang ditanya pak jokowi bkn kesejahteraannya developer melainkan cr bagaimana mengembangkan esport itu sendiri agar dapat menjadi ekonomi digital yg dapat menyejahterakan bangsa, ini pertanyaan lbh cocok ke infrastruktur for kemajuan game industry"
positif,"Siapapun presidennya nanti, menurutku jokowi tetap berjasa sama indonesia. 5 tahun ini jokowi ga tidur ko. Kalian cukup hargai beliau walaupun kalian ga mendukung beliau utk jd pemimpin ðŸ™ðŸ˜š"
negatif,"Mendingan prabowo gaji nya ga di ambil,dan di sumbangin,lah si jokowi kampanye aja nebeng pasilitas duit rakyat wkwkwkw mobil dinas dipake tempat kaos ampe penuh meluber tuh kaos,kasian mobilnya duuh"
negatif,Ketika PRABOWO bilang bahwa kehancuran ekonomi ini bukan salah pak jokowi tapi salah presiden sebelum nya.. Saya melihat wajah @AgusYudhoyono langsung kecut...ðŸ˜‚ðŸ˜‚ðŸ˜‚
negatif,Tapi berakhir dgn kehancuran ekonomi dan kerusuhan sosial...! kok bisa...?
negatif,Jadi cuma bisa kerja ART dan pengin gaji besar pergi ke Arab aja bu. Males lah yg beginian ðŸ˜ª
negatif,"yaelaaah GAJI PRESIDEN-WAKIL PRESIDEN sik tidak seberapah, dibanding planning mauk NGEMBAT APBN nya pake MARKUP PROYEK TRILIYUNAN yg sudah DISIAPIN si PRABOWO ma SANDI  https://twitter.com/detikcom/status/1117096753759686657Â â€¦"
netral,"Bung Bowo menyebut kesalahan arah ekonomi Indonesia tidak semata salah Jokowi, tetapi juga presiden-presiden sebelumnya Makanya Coblos 01 SAJA !  https://www.cnnindonesia.com/nasional/20190413223315-32-386119/demokrat-kritik-prabowo-salahkan-presiden-sebelum-jokowiÂ â€¦ #PrabowoSalahkanSBY"
netral,"Kata Wowo pakar kesalahan arah ekonomi yang mengakibatkan terjadinya deindustrialisasi adalah salah semua pihak. Termasuk presiden sebelum @jokowi  Lah, Malah ngehoaks dengan menyalahkan Presiden terdahulu. #PrabowoSalahkanSBY @Adji1984"
positif,kejar jabatan demi apa? di gaji aja nolak..
positif,Kenapa diangkat tema esport game Mobile legends? Jokowi tahu potensi suara di kalangan gamers sangat besar!! Dan potensi ekonomi di dalamnya sangat besar  02 kalah set #JokowiMenangTotalDebat https://www.pikiran-rakyat.com/ekonomi/2018/08/06/gamer-indonesia-diprediksi-capai-34-juta-orang-428379Â â€¦
positif,Ini yg di gembar gembor si jae ekonomi meroket... Yaa Allah selamatkan lah saudara kami agar memilih pemimpin yang akan membawa perubahan. Bersama Prabowo Sandi indoneaia Adil dan Makmur
