sentimen,tweet,clean_tweet,clean_tweet_sentence
negatif,bapak @jokowi di debat bapak bahas esport ada apa pak?... mau caper sama milenial?... emang esport bisa jadi lapangan kerja?... ada di kartu prakerja?... berapa gajinya?... setau saya yg jadi lapangan kerja youtubers bukan esport pak #GueKapokPilihJokowi #DebatPilpres2019,"['bapak', 'jokowi', 'debat', 'bapak', 'bahas', 'esport', 'apa', 'pak', 'mau', 'cari', 'perhati', 'sama', 'milenial', 'memang', 'esport', 'jadi', 'lapang', 'kerja', 'kartu', 'prakerja', 'berapa', 'gaji', 'tau', 'jadi', 'lapang', 'kerja', 'youtubers', 'bukan', 'esport', 'pak']",bapak jokowi debat bapak bahas esport apa pak mau cari perhati sama milenial memang esport jadi lapang kerja kartu prakerja berapa gaji tau jadi lapang kerja youtubers bukan esport pak
positif,Masya Allah...komitmen pak @prabowo dan bang @sandiuno tidak akan mengambil gaji selama menjabat..... #salut #PrabowoSandiMenang #InsyaAllahmenang,"['masya', 'allah', 'komitmen', 'pak', 'prabowo', 'bang', 'sandiuno', 'tidak', 'ambil', 'gaji', 'lama', 'jabat']",masya allah komitmen pak prabowo bang sandiuno tidak ambil gaji lama jabat
negatif,"Pemerintah yg kompeten, akan memberdayakan ekonomi rakyat.  Kita lihat skrg : Jutaan Rakyat pinter tdk berdaya menghadapi pemimpin Bodoh.  So Kepemimpinan Nasional adalah slh satu hal yg penting  #AaGymPilihPrabowo","['perintah', 'kompeten', 'daya', 'ekonomi', 'rakyat', 'lihat', 'sekarang', 'juta', 'rakyat', 'pintar', 'tidak', 'daya', 'hadap', 'pimpin', 'bodoh', 'sok', 'pimpin', 'nasional', 'salah', 'satu', 'penting']",perintah kompeten daya ekonomi rakyat lihat sekarang juta rakyat pintar tidak daya hadap pimpin bodoh sok pimpin nasional salah satu penting
positif,subhanallah dgn krendahan hatinya prabowo sandi akan membagikan seluruh gajinya kpda yatim dan duafa... midah2an jalan mu diridoi oleh allah swt. amiiiiin  sugul ngronda jluk.,"['subhanallah', 'krendahan', 'hati', 'prabowo', 'sandi', 'bagi', 'seluruh', 'gaji', 'kpda', 'yatim', 'duafa', 'midah2an', 'jalan', 'mu', 'diridoi', 'allah', 'swt', 'amin', 'sugul', 'ngronda', 'jluk']",subhanallah krendahan hati prabowo sandi bagi seluruh gaji kpda yatim duafa midah2an jalan mu diridoi allah swt amin sugul ngronda jluk
positif,"iyalah...gak bakalan jadi kok, gaji apa yg mau diambil....@prabowo @sandiuno","['iya', 'tidak', 'jadi', 'kok', 'gaji', 'apa', 'mau', 'ambil', 'prabowo', 'sandiuno']",iya tidak jadi kok gaji apa mau ambil prabowo sandiuno
negatif,"Iya ni gue emosi juga pas nonton tdi, yakali ekonomi mikro semudah membalikkan telapak tangan? Butuh proses kali!","['iya', 'emosi', 'pas', 'tonton', 'tadi', 'yakali', 'ekonomi', 'mikro', 'mudah', 'balik', 'telapak', 'tangan', 'butuh', 'proses', 'kali']",iya emosi pas tonton tadi yakali ekonomi mikro mudah balik telapak tangan butuh proses kali
positif,"Kami sdh sangat bersyukur dengan keadaan ini, gaji 100% utk rakyat. Mau segalanya lebih baik, tusuk @prabowo @sandiuno   Allah yang Maha Membolak balikkan hati.  #DebatPilpres2019","['sangat', 'syukur', 'ada', 'gaji', '100', 'rakyat', 'mau', 'segala', 'lebih', 'baik', 'tusuk', 'prabowo', 'sandiuno', 'allah', 'maha', 'bolak', 'balik', 'hati']",sangat syukur ada gaji 100 rakyat mau segala lebih baik tusuk prabowo sandiuno allah maha bolak balik hati
negatif,"Sudah di jawab pak 02 ga fokus sama yg begituan lebih fokus ke harga2 sembako, pertanian dll Kalo mau bilang kasarnya ngapain ngurusin games2? Sudah dibahas juga sma bang sandi diawal, ente aja ga nyimak kali coba diputer lagi videonya","['jawab', 'pak', '02', 'tidak', 'fokus', 'sama', 'begitu', 'lebih', 'fokus', 'harga2', 'sembilan', 'bahan', 'pokok', 'tani', 'lain', 'kalau', 'mau', 'bilang', 'kasar', 'sedang', 'apa', 'urus', 'games2', 'bahas', 'sama', 'bang', 'sandi', 'awal', 'tidak', 'simak', 'kali', 'coba', 'puter', 'video']",jawab pak 02 tidak fokus sama begitu lebih fokus harga2 sembilan bahan pokok tani lain kalau mau bilang kasar sedang apa urus games2 bahas sama bang sandi awal tidak simak kali coba puter video
positif,"Jangan kan gaji,jiwa raga pun diserahkan untuk rakyat indonesiaa....ingat kalimat gusdur ""orang yang paling ikhlas buat indonesia yaa PRABOWO.....","['jangan', 'kan', 'gajijiwa', 'raga', 'serah', 'rakyat', 'indonesiaa', 'ingat', 'kalimat', 'gusdur', 'orang', 'paling', 'ikhlas', 'buat', 'indonesia', 'prabowo']",jangan kan gajijiwa raga serah rakyat indonesiaa ingat kalimat gusdur orang paling ikhlas buat indonesia prabowo
netral,"Capres nomor urut 02, @prabowo: Digital-digital itu bagus tapi masyarakat kita butuh swasembada pangan dalam harga terjangkau, rakyat kita sedang susah, itu yang akan saya fokus.  #DebatKelimaPilpres2019 #Pemilu2019 #DebatPilpres2019 #DebatCapresCawapres #LayarPemiluTepercaya pic.twitter.com/A2trtjbvO6","['capres', 'nomor', 'urut', '02', 'prabowo', 'digitaldigital', 'bagus', 'masyarakat', 'butuh', 'swasembada', 'pangan', 'harga', 'jangkau', 'rakyat', 'sedang', 'susah', 'fokus']",capres nomor urut 02 prabowo digitaldigital bagus masyarakat butuh swasembada pangan harga jangkau rakyat sedang susah fokus
positif,Yang penting harga bahan pokok murah terjangkau usaha lancar  hidup tenang (tahun 2014 saya pilih Prabowo sekarang pilih Prabowo sandi juga,"['penting', 'harga', 'bahan', 'pokok', 'murah', 'jangkau', 'usaha', 'lancar', 'hidup', 'tenang', 'tahun', '2014', 'pilih', 'prabowo', 'sekarang', 'pilih', 'prabowo', 'sandi']",penting harga bahan pokok murah jangkau usaha lancar hidup tenang tahun 2014 pilih prabowo sekarang pilih prabowo sandi
positif,Allahu Akbar... Masya Allah... Ya Rahman Ya Rahiim. Pak @prabowo dan bang @sandiuno akan memberikan gajinya kepada rakyat Indonesia apabila mereka terpilih menjadi Presiden dan Wakil Presiden Indonesia 2019-2024.  Kalian masih tidak pilih 02? Kebangetan! #PrabowoSandiMenangDebat,"['allahu', 'akbar', 'masya', 'allah', 'iya', 'rahman', 'iya', 'rahiim', 'pak', 'prabowo', 'bang', 'sandiuno', 'beri', 'gaji', 'rakyat', 'indonesia', 'apabila', 'pilih', 'jadi', 'presiden', 'wakil', 'presiden', 'indonesia', '20192024', 'kalian', 'tidak', 'pilih', '02', 'banget']",allahu akbar masya allah iya rahman iya rahiim pak prabowo bang sandiuno beri gaji rakyat indonesia apabila pilih jadi presiden wakil presiden indonesia 20192024 kalian tidak pilih 02 banget
negatif,"Awali dari yg kecil baru ke yg besar. Mikro adalah potret bagi makro, agar kebijakan ekonomi makro dilakukan menyeluruh bkn parsial Gw g pernah pilih jokowi tapi #GueKapokPilihJokowi ðŸ˜‚ðŸ˜‚","['awal', 'kecil', 'baru', 'besar', 'mikro', 'potret', 'makro', 'bijak', 'ekonomi', 'makro', 'laku', 'seluruh', 'bukan', 'parsial', 'tidak', 'pernah', 'pilih', 'jokowi']",awal kecil baru besar mikro potret makro bijak ekonomi makro laku seluruh bukan parsial tidak pernah pilih jokowi
netral,"Paslon 01 Bapak @Jokowi dan Abah @KHMarufAmin_ melalui Progam DEWI (Desa Wisata), DEDI (Desa Digital) dan MEKAAR (Membina Ekonomi Keluarga Sejahtera) adalah contoh strategi pemberdayaan ekonomi bagi masyarakat pedesaan. #JokowiMenangTotalDebat pic.twitter.com/7piSAMDGJC","['paslon', '01', 'bapak', 'jokowi', 'abah', 'khmarufamin', 'lalu', 'progam', 'dewi', 'desa', 'wisata', 'dedi', 'desa', 'digital', 'mekaar', 'bina', 'ekonomi', 'keluarga', 'sejahtera', 'contoh', 'strategi', 'daya', 'ekonomi', 'masyarakat', 'desa']",paslon 01 bapak jokowi abah khmarufamin lalu progam dewi desa wisata dedi desa digital mekaar bina ekonomi keluarga sejahtera contoh strategi daya ekonomi masyarakat desa
positif,"Alhamdulillah,penutup terkeren dr @prabowo  Dan @sandiuno ,tidak akan mengambil gaji dan menymbangkan gajinya utk negara dan kesejahteraan rakyat. Ya Allah,kami mohon kabulkan doa kami agar Indonesia dipimpin oleh PrabowoSandiðŸ™Amin ya Robbal 'alamin. You Turn Broo ðŸ¤”ðŸ¤”âœŒâœŒ","['alhamdulillahpenutup', 'keren', 'prabowo', 'sandiuno', 'tidak', 'ambil', 'gaji', 'menymbangkan', 'gaji', 'negara', 'sejahtera', 'rakyat', 'iya', 'allahkami', 'mohon', 'kabul', 'doa', 'indonesia', 'pimpin', 'prabowosandiamin', 'iya', 'robbal', 'alamin', 'you', 'turn', 'broo']",alhamdulillahpenutup keren prabowo sandiuno tidak ambil gaji menymbangkan gaji negara sejahtera rakyat iya allahkami mohon kabul doa indonesia pimpin prabowosandiamin iya robbal alamin you turn broo
netral,Pak Sandi :  -Pgn lap kerja bertambah? Tusuk Prabowo Sandi -Pgn Ekonomi maju? Tusuk prabowi sandi -pgn tagihan listrik turun? Tusuk Prabowo Sandi  Tambahan : -pgn bikin mantan sakit? Tusuk boneka santet  #AkhirnyaDebatBerakhir #DebatPilpres2019,"['pak', 'sandi', 'lap', 'kerja', 'tambah', 'tusuk', 'prabowo', 'sandi', 'ekonomi', 'maju', 'tusuk', 'prabowi', 'sandi', 'tagih', 'listrik', 'turun', 'tusuk', 'prabowo', 'sandi', 'tambah', 'bikin', 'mantan', 'sakit', 'tusuk', 'boneka', 'santet']",pak sandi lap kerja tambah tusuk prabowo sandi ekonomi maju tusuk prabowi sandi tagih listrik turun tusuk prabowo sandi tambah bikin mantan sakit tusuk boneka santet
negatif,"Sandi: TPS itu singkatan Tusuk Prabowo Sandi Mau dapet kerja? Tusuk Prabowo Sandi Mau hargaÂ² turun? Tusuk Prabowo Sandi Dll...  Kalo mau nya doi ga cuek lagi, Tusuk Prabowo Sandi jg? ðŸ˜¶ #DebatPilpres2019","['sandi', 'tps', 'singkat', 'tusuk', 'prabowo', 'sandi', 'mau', 'kerja', 'tusuk', 'prabowo', 'sandi', 'mau', 'harga', 'turun', 'tusuk', 'prabowo', 'sandi', 'lain', 'kalau', 'mau', 'nya', 'doi', 'tidak', 'cuek', 'tusuk', 'prabowo', 'sandi']",sandi tps singkat tusuk prabowo sandi mau kerja tusuk prabowo sandi mau harga turun tusuk prabowo sandi lain kalau mau nya doi tidak cuek tusuk prabowo sandi
negatif,"Prabowo-Sandi tak akan ambil gaji jika terpilih mjd presiden dan wakil presiden. Mereka akan alokasikan gaji untuk kaum dhuafa, yatim piatu, dan untuk kepentingan Indonesia. <<=== denger statement ini tadi jadi pen ketawa ðŸ˜„","['prabowosandi', 'tidak', 'ambil', 'gaji', 'pilih', 'mjd', 'presiden', 'wakil', 'presiden', 'alokasi', 'gaji', 'kaum', 'dhuafa', 'yatim', 'piatu', 'penting', 'indonesia', 'dengar', 'statement', 'tadi', 'jadi', 'pengin', 'tertawa']",prabowosandi tidak ambil gaji pilih mjd presiden wakil presiden alokasi gaji kaum dhuafa yatim piatu penting indonesia dengar statement tadi jadi pengin tertawa
negatif,"Pak @prabowo & Pak @sandiuno  tidak akan ambil gaji. Lah si jae disuruh cuti aja OGAH, PAKE FASILITAS NEGARA LAGI #BeraniPilih02 #BeraniPilih02","['pak', 'prabowo', 'pak', 'sandiuno', 'tidak', 'ambil', 'gaji', 'lah', 'sih', 'jae', 'suruh', 'cuti', 'tidak', 'mau', 'pakai', 'fasilitas', 'negara']",pak prabowo pak sandiuno tidak ambil gaji lah sih jae suruh cuti tidak mau pakai fasilitas negara
positif,Closing pak @prabowo & bang @sandiuno sangat MANTUL. Masya Allah ðŸ˜ðŸ˜  Dan beliau berdua berkomitmen jika menang TIDAK AKAN MENGAMBIL GAJI SEPESERPUN. Semua akan beliau serahkan untuk kaum dhuafa. ALLAHU AKBAR !!! ALLAHU AKBAR !!!  #BeraniPilih02,"['closing', 'pak', 'prabowo', 'bang', 'sandiuno', 'sangat', 'mantap', 'betul', 'masya', 'allah', 'beliau', 'dua', 'komitmen', 'menang', 'tidak', 'ambil', 'gaji', 'peser', 'semua', 'beliau', 'serah', 'kaum', 'dhuafa', 'allahu', 'akbar', 'allahu', 'akbar']",closing pak prabowo bang sandiuno sangat mantap betul masya allah beliau dua komitmen menang tidak ambil gaji peser semua beliau serah kaum dhuafa allahu akbar allahu akbar
negatif,Katanya tadi tidak akan menerima gaji jika diamanahkan menjabat. Kenapa tidak singkron dengan hal yang dilakukan diwaktu kompanye malah menerima uang dari emak-emak yang kata Bapak @prabowo dan @sandiuno tidak memiliki kecukupan ekonomi dan finansial. Akan kah termasuk #hoax02,"['kata', 'tadi', 'tidak', 'terima', 'gaji', 'amanah', 'jabat', 'tidak', 'singkron', 'laku', 'waktu', 'kompanye', 'bahkan', 'terima', 'uang', 'emakemak', 'kata', 'bapak', 'prabowo', 'sandiuno', 'tidak', 'milik', 'cukup', 'ekonomi', 'finansial', 'masuk']",kata tadi tidak terima gaji amanah jabat tidak singkron laku waktu kompanye bahkan terima uang emakemak kata bapak prabowo sandiuno tidak milik cukup ekonomi finansial masuk
positif,Poin utama debat terakhir yg penting.gajih Presiden dan Wakil presiden Prabowo Sandi jika terpilih akan disumbangkan pada masyarakat miskin,"['poin', 'utama', 'debat', 'akhir', 'penting', 'gajih', 'presiden', 'wakil', 'presiden', 'prabowo', 'sandi', 'pilih', 'sumbang', 'masyarakat', 'miskin']",poin utama debat akhir penting gajih presiden wakil presiden prabowo sandi pilih sumbang masyarakat miskin
netral,Ekonomi ngr di mulai dr geliat kehidupan ekonomi rakyatnya.,"['ekonomi', 'ngr', 'mulai', 'geliat', 'hidup', 'ekonomi', 'rakyat']",ekonomi ngr mulai geliat hidup ekonomi rakyat
negatif,"Nonton debat , saya melihat inkonsistensi pandangan antaa prabowo dan sandiaga uno ... dan tidak mampu menguasai perekonomian dengan baik, makin mantap pilih 01! #JokowiMenangTotalDebat #JokoWin17April","['tonton', 'debat', 'lihat', 'inkonsistensi', 'pandang', 'antaa', 'prabowo', 'sandiaga', 'uno', 'tidak', 'mampu', 'kuasa', 'ekonomi', 'baik', 'makin', 'mantap', 'pilih', '01']",tonton debat lihat inkonsistensi pandang antaa prabowo sandiaga uno tidak mampu kuasa ekonomi baik makin mantap pilih 01
netral,Ya kalau impor besar-besaran kan memukul pelaku ekonomi mikro juga? Secara langsung/nggak langsung saling terkait antara ekonomi makro dan mikro.,"['iya', 'kalau', 'impor', 'besarbesaran', 'kan', 'pukul', 'laku', 'ekonomi', 'mikro', 'langsungnggak', 'langsung', 'saling', 'kait', 'ekonomi', 'makro', 'mikro']",iya kalau impor besarbesaran kan pukul laku ekonomi mikro langsungnggak langsung saling kait ekonomi makro mikro
positif,Makasih mas sdh mengingatkanðŸ™ðŸ» pak prabowo cuma ngomong naikin pajak tdk jelas tax ratio / tax rate,"['terima', 'kasih', 'mas', 'ingat', 'pak', 'prabowo', 'cuma', 'bicara', 'naikin', 'pajak', 'tidak', 'jelas', 'tax', 'ratio', 'tax', 'rate']",terima kasih mas ingat pak prabowo cuma bicara naikin pajak tidak jelas tax ratio tax rate
negatif,"Pak prabowo sama pak sandiaga jangan cuma gaji aja. Tunjangan jabatan juga dong. Dimana2 kalo pemerintahan sama sipil, tunjangan jabatann jauh lebih gede :))","['pak', 'prabowo', 'sama', 'pak', 'sandiaga', 'jangan', 'cuma', 'gaji', 'tunjang', 'jabat', 'dong', 'dimana2', 'kalau', 'perintah', 'sama', 'sipil', 'tunjang', 'jabatann', 'jauh', 'lebih', 'gede']",pak prabowo sama pak sandiaga jangan cuma gaji tunjang jabat dong dimana2 kalau perintah sama sipil tunjang jabatann jauh lebih gede
netral,"Pajak itu bisa bocor karena dari manusia untuk negara. Zakat itu kalo mau bikin bocor pasti mikir, soalnya resiko diumumkan di masjid dan mushala... #BeraniPilih02","['pajak', 'bocor', 'manusia', 'negara', 'zakat', 'kalau', 'mau', 'bikin', 'bocor', 'mikir', 'soal', 'resiko', 'umum', 'masjid', 'mushala']",pajak bocor manusia negara zakat kalau mau bikin bocor mikir soal resiko umum masjid mushala
negatif,Wkwkwkwkwkw....kurang sadar alias siuman lama Krn harga mahal mungkin hny dlm mimpinya realnya baru akan berakhir masa jabatannya dia baru nyadar dan baru bangun dr tidur lamanya,"['wkwkwkwkwkw', 'kurang', 'sadar', 'alias', 'siuman', 'lama', 'harga', 'mahal', 'mungkin', 'mimpi', 'real', 'baru', 'akhir', 'masa', 'jabat', 'baru', 'sadar', 'baru', 'bangun', 'tidur', 'lama']",wkwkwkwkwkw kurang sadar alias siuman lama harga mahal mungkin mimpi real baru akhir masa jabat baru sadar baru bangun tidur lama
netral,Gaji sandi dan prabowo akan disumbangkan untuk kaum duafa,"['gaji', 'sandi', 'prabowo', 'sumbang', 'kaum', 'duafa']",gaji sandi prabowo sumbang kaum duafa
netral,"Prabowo-sandi sepakat tidak akan mengambil gaji jika terpilih nanti, berjanji akan menghormati ulama dan mematuhi fakta integritas bersama ijtima ulama.  #17AprilMantapPilihPrabowoSandi","['prabowosandi', 'sepakat', 'tidak', 'ambil', 'gaji', 'pilih', 'janji', 'hormat', 'ulama', 'patuh', 'fakta', 'integritas', 'sama', 'ijtima', 'ulama']",prabowosandi sepakat tidak ambil gaji pilih janji hormat ulama patuh fakta integritas sama ijtima ulama
positif,Ekonomi syariah dan pariwisata halal lebih nyata dengan Pakde Jokowi sebagai Presiden,"['ekonomi', 'syariah', 'pariwisata', 'halal', 'lebih', 'nyata', 'pakde', 'jokowi', 'presiden']",ekonomi syariah pariwisata halal lebih nyata pakde jokowi presiden
positif,"-Ngga akan ambil gaji- catet itu wahai saudara2ku. Jika utk harta, pak @prabowo @sandiuno sdh cukup. Tapi demi kepentingan rakyat dan keberlanjutan negara tercinta iniâ¤ï¸ðŸ‡®ðŸ‡© #HoaxJkwMenangTotalDebat","['tidak', 'ambil', 'gaji', 'catat', 'wahai', 'saudara2ku', 'harta', 'pak', 'prabowo', 'sandiuno', 'cukup', 'penting', 'rakyat', 'lanjut', 'negara', 'cinta']",tidak ambil gaji catat wahai saudara2ku harta pak prabowo sandiuno cukup penting rakyat lanjut negara cinta
positif,"Bagimu yg dijawa gaada beda atau mgkin parah, tp bagi yg ditimur sana mgkin beda, aku aja ngerasain ke jogja cuma 3 jam, harga masih stabil, bbm tersedia terus gk pernah ada kelangkaan, yaaa ini pembangunan paling masuk akal dri pda sebelum sebelumnya","['bagi', 'dijawa', 'tidak', 'uang', 'beda', 'mungkin', 'parah', 'timur', 'sana', 'mungkin', 'beda', 'rasa', 'jogja', 'cuma', '3', 'jam', 'harga', 'stabil', 'bbm', 'sedia', 'terus', 'tidak', 'pernah', 'langka', 'bangun', 'paling', 'masuk', 'akal', 'belum']",bagi dijawa tidak uang beda mungkin parah timur sana mungkin beda rasa jogja cuma 3 jam harga stabil bbm sedia terus tidak pernah langka bangun paling masuk akal belum
netral,"Arsul menyebut, Jokowi akan menyampaikan kejutan saat pemaparan mengenai isu ekonomi. Namun Sekjen PPP itu tidak memberikan detailnya. Ia mengatakan kejutan itu akan keluar tergantung dari pertanyaan saat debat berlangsung. #JokowiMenangTotalDebat","['arsul', 'sebut', 'jokowi', 'sampai', 'kejut', 'papar', 'kena', 'isu', 'ekonomi', 'sekjen', 'ppp', 'tidak', 'beri', 'detail', 'kata', 'kejut', 'keluar', 'gantung', 'tanya', 'debat', 'langsung']",arsul sebut jokowi sampai kejut papar kena isu ekonomi sekjen ppp tidak beri detail kata kejut keluar gantung tanya debat langsung
positif,PRABOWO-SANDI tidak akan ngambil Gaji keren kan hal?,"['prabowosandi', 'tidak', 'ambil', 'gaji', 'keren', 'kan']",prabowosandi tidak ambil gaji keren kan
netral,"Mau pemimpin hebat datang ke TPS=Tusuk Prabowo Sandi Mau rakyat makmur, ke TPS=Tusuk Prabowo Sandi Mau harga-harga terjangkau , ke TPS=Tusuk Prabowo Sandi Mau lapangan kerja tersedia , ke TPS=Tusuk Prabowo Sandi Mau Negara di perhitungkan Dunia, ke TPS=Tusuk Prabowo Sandi #keTPS","['mau', 'pimpin', 'hebat', 'datang', 'tpstusuk', 'prabowo', 'sandi', 'mau', 'rakyat', 'makmur', 'tpstusuk', 'prabowo', 'sandi', 'mau', 'hargaharga', 'jangkau', 'tpstusuk', 'prabowo', 'sandi', 'mau', 'lapang', 'kerja', 'sedia', 'tpstusuk', 'prabowo', 'sandi', 'mau', 'negara', 'hitung', 'dunia', 'tpstusuk', 'prabowo', 'sandi']",mau pimpin hebat datang tpstusuk prabowo sandi mau rakyat makmur tpstusuk prabowo sandi mau hargaharga jangkau tpstusuk prabowo sandi mau lapang kerja sedia tpstusuk prabowo sandi mau negara hitung dunia tpstusuk prabowo sandi
negatif,"Pembangunan Ekonomi tanpa pemerataan?  Waduuuh timpang dong nantiðŸ˜  Kalo Pak @jokowi sama @KHMarufAmin_  mah udah mikirin sampe kesini, gatau kalo yg lainðŸ˜ #DebatCapres #17AprilPilihNasDem pic.twitter.com/sDNRs8kjDF","['bangun', 'ekonomi', 'perata', 'waduuuh', 'timpang', 'dong', 'kalau', 'pak', 'jokowi', 'sama', 'khmarufamin', 'mah', 'pikir', 'kesini', 'tidak', 'tahu', 'kalau']",bangun ekonomi perata waduuuh timpang dong kalau pak jokowi sama khmarufamin mah pikir kesini tidak tahu kalau
netral,Kita Berdua Tidak Akan Mengambil Gaji Kami. Kita Wakafkan kepada masyarakat yg membutuhkan.   #Insya Allah Prabowo Sandi Menang,"['dua', 'tidak', 'ambil', 'gaji', 'wakaf', 'masyarakat', 'butuh', 'allah', 'prabowo', 'sandi', 'menang']",dua tidak ambil gaji wakaf masyarakat butuh allah prabowo sandi menang
netral,02 berkomit tidak MENGAMBIL GAJI ðŸ˜‡ðŸ˜‡ðŸ’•ðŸ’•ðŸ˜ðŸ˜ðŸ‘†ðŸ‘† #BeraniPilih02 #DebatPilpres2019 #DebatTerakhirPilpres2019 @tvOneNews @prabowo @sandiuno,"['02', 'komit', 'tidak', 'ambil', 'gaji', 'tvonenews', 'prabowo', 'sandiuno']",02 komit tidak ambil gaji tvonenews prabowo sandiuno
positif,Woow..  ..... Gaji Prabowo Sandi tidak akan diambil & akan disumbangkan jika terpilih. MasyaAllah... @prabowo @sandiuno @Gerindra #17AprilPrabowoPresidenRI pic.twitter.com/Zp5i6IdV9d,"['wow', 'gaji', 'prabowo', 'sandi', 'tidak', 'ambil', 'sumbang', 'pilih', 'masyaallah', 'prabowo', 'sandiuno', 'gerindra']",wow gaji prabowo sandi tidak ambil sumbang pilih masyaallah prabowo sandiuno gerindra
negatif,Bangga dengan mental gembelnya.  Tidak ada kebanggaan harga diri. Ngeri jika budaya ini disebarkan,"['bangga', 'mental', 'gembel', 'tidak', 'bangga', 'harga', 'diri', 'ngeri', 'budaya', 'sebar']",bangga mental gembel tidak bangga harga diri ngeri budaya sebar
netral,Mau harga UC PUBGM murah?   TUSUK PRABOWO-SANDI,"['mau', 'harga', 'uc', 'pubgm', 'murah', 'tusuk', 'prabowosandi']",mau harga uc pubgm murah tusuk prabowosandi
positif,PENGABDIAN KE NEGARA @prabowo.@sandiuno DENGAN KEIKHLASAN MEREKA BERDUA LILLAHITA'ALA IKHLAS TANPA HARUS NGOMONG IKHLAS UNTUK MENGABDI TANPA MENERIMA GAJI SEPERSENPUN UNTUK MENJADI PRESIDEN DAN WAKIL PRESIDEN ðŸ˜¢ðŸ˜¢ðŸ˜¢ tetesan air mata kebahagiaan seluruh indonesia,"['abdi', 'negara', 'prabowo', 'sandiuno', 'ikhlas', 'dua', 'lillahitaala', 'ikhlas', 'bicara', 'ikhlas', 'abdi', 'terima', 'gaji', 'persen', 'jadi', 'presiden', 'wakil', 'presiden', 'tetes', 'air', 'mata', 'bahagia', 'seluruh', 'indonesia']",abdi negara prabowo sandiuno ikhlas dua lillahitaala ikhlas bicara ikhlas abdi terima gaji persen jadi presiden wakil presiden tetes air mata bahagia seluruh indonesia
negatif,Prabowo/sandi tdk faham arti dari ekonomi mikro dan makro..kok tolok ukurnya mak2 utk skala nasional..  https://twitter.com/detikcom/status/1117089410061938688Â â€¦,"['prabowosandi', 'tidak', 'paham', 'arti', 'ekonomi', 'mikro', 'makro', 'kok', 'tolok', 'ukur', 'mak2', 'skala', 'nasional']",prabowosandi tidak paham arti ekonomi mikro makro kok tolok ukur mak2 skala nasional
negatif,"Prabowo-Sandi imitasi Trump-Pence banget dilihat dari orientasi, garis besar visi misi, idealisme, bahkan komitmen utk tidak menerima gaji presiden-wapres (said the wealthiest candidate). Well, you see how it's going in the US now, don't you? Now, think! #DebatPilpres2019","['prabowosandi', 'imitasi', 'trumppence', 'sekali', 'lihat', 'orientasi', 'garis', 'besar', 'visi', 'misi', 'idealisme', 'bahkan', 'komitmen', 'tidak', 'terima', 'gaji', 'presidenwapres', 'said', 'the', 'wealthiest', 'candidate', 'well', 'you', 'sih', 'how', 'its', 'going', 'the', 'us', 'now', 'dont', 'you', 'now', 'think']",prabowosandi imitasi trumppence sekali lihat orientasi garis besar visi misi idealisme bahkan komitmen tidak terima gaji presidenwapres said the wealthiest candidate well you sih how its going the us now dont you now think
positif,"Kapan lagi kita memilih presiden dan wakil presiden yang tidak mau di gaji, kalau bukan sekarang. Ayo tusuk @prabowo dan @sandiuno karena saat ini ada calon yang mau berkerja untuk rakyat tapi tidak mau di gaji. #DebatPilpres2019","['kapan', 'pilih', 'presiden', 'wakil', 'presiden', 'tidak', 'mau', 'gaji', 'kalau', 'bukan', 'sekarang', 'ayo', 'tusuk', 'prabowo', 'sandiuno', 'calon', 'mau', 'kerja', 'rakyat', 'tidak', 'mau', 'gaji']",kapan pilih presiden wakil presiden tidak mau gaji kalau bukan sekarang ayo tusuk prabowo sandiuno calon mau kerja rakyat tidak mau gaji
negatif,"Mobile Legend, pubg game lainnya mgkn bisa memperbaiki ekonomi makro ðŸ¤•ðŸ¤’ðŸ¤§ðŸ˜ª #AaGymPilihPrabowoSandi #HoaxJkwMenangTotalDebat","['mobile', 'legend', 'pubg', 'game', 'lain', 'mungkin', 'baik', 'ekonomi', 'makro']",mobile legend pubg game lain mungkin baik ekonomi makro
positif,"Barangkali karena trend pertumbuhan ekonomi 2009-2014 menurun, makanya bukan salah pak @jokowi","['barangkali', 'trend', 'tumbuh', 'ekonomi', '20092014', 'turun', 'makanya', 'bukan', 'salah', 'pak', 'jokowi']",barangkali trend tumbuh ekonomi 20092014 turun makanya bukan salah pak jokowi
positif,Mantap jiwa Prabowo Sandi tidak akan mengambil gaji jika jadi presiden RI,"['mantap', 'jiwa', 'prabowo', 'sandi', 'tidak', 'ambil', 'gaji', 'jadi', 'presiden', 'republik', 'indonesia']",mantap jiwa prabowo sandi tidak ambil gaji jadi presiden republik indonesia
positif,Alhamdulillah. Prabowo Sandi tidak akan menerima gaji saat memimpin dan akan menyumbangkan untuk kepentingan Bangsa dan Negara ! Makin yakin 02 untuk Indonesia Adil Makmur !!!,"['alhamdulillah', 'prabowo', 'sandi', 'tidak', 'terima', 'gaji', 'pimpin', 'sumbang', 'penting', 'bangsa', 'negara', 'makin', 'yakin', '02', 'indonesia', 'adil', 'makmur']",alhamdulillah prabowo sandi tidak terima gaji pimpin sumbang penting bangsa negara makin yakin 02 indonesia adil makmur
positif,"Merinding ketika mendengar: ""Saya dan pak prabowo tdk akan menerima gaji kami dan akan disalurkan kepada dhuafa"" MasyaAllah","['merinding', 'dengar', 'pak', 'prabowo', 'tidak', 'terima', 'gaji', 'salur', 'dhuafa', 'masyaallah']",merinding dengar pak prabowo tidak terima gaji salur dhuafa masyaallah
